Campus,Student Path,Entry Stat,Old_Hegis,HEGIS at Exit,Major,Potential # of Students,Potential # of Students For Each Year Out of School,25th Percentile Earnings,50th Percentile Earnings,75th Percentile Earnings,Average Earnings,# of Students Found,Year,% students found ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","1,270","$27,020","$50,819","$73,353","$54,809",983,7,77.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","1,133","$28,927","$57,750","$78,668","$58,904",838,8,73.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660","1,007","$33,162","$61,035","$81,912","$62,916",741,9,73.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660",875,"$33,152","$62,762","$85,289","$64,783",627,10,71.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660",771,"$33,465","$65,248","$91,272","$67,839",552,11,71.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660",650,"$35,844","$70,523","$92,867","$71,648",461,12,70.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660",532,"$38,362","$71,703","$95,931","$75,102",374,13,70.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660",463,"$38,444","$72,338","$94,890","$76,329",314,14,67.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,08351,08351,Kinesiology,"3,660",394,"$39,701","$76,243","$99,144","$78,851",274,15,69.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,"$30,717","$51,225","$64,452","$49,338",5,1,100.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,2,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,3,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,4,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,5,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,6,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,7,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,8,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,9,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,10,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,11,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,12,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,13,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,14,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09011,09011,Engineering,5,5,,,,,3,15,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,637,"$18,552","$45,758","$70,586","$46,807",499,1,78.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,544,"$47,003","$70,686","$88,216","$66,958",410,2,75.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,460,"$52,258","$74,454","$93,797","$71,776",337,3,73.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,406,"$56,805","$80,694","$100,064","$76,895",284,4,69.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,364,"$61,985","$83,577","$105,572","$82,709",253,5,69.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,314,"$66,072","$87,659","$110,653","$89,972",209,6,66.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,294,"$67,459","$93,059","$118,001","$95,161",198,7,67.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,270,"$68,925","$93,701","$115,408","$94,506",181,8,67.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,250,"$72,395","$99,017","$128,169","$100,396",168,9,67.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,228,"$74,161","$97,626","$134,426","$105,143",148,10,64.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,204,"$79,539","$103,765","$135,479","$107,917",128,11,62.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,172,"$77,557","$102,135","$137,655","$107,146",109,12,63.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,131,"$75,006","$98,110","$133,450","$105,861",86,13,65.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,121,"$75,162","$104,201","$147,070","$113,340",74,14,61.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09091,09091,Electrical Engineering,718,94,"$79,254","$110,643","$161,291","$117,992",54,15,57.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",957,"$24,773","$48,862","$65,158","$46,325",797,1,83.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",775,"$50,738","$67,016","$78,491","$62,702",649,2,83.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",632,"$60,054","$74,254","$86,052","$72,042",532,3,84.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",517,"$64,698","$78,627","$92,050","$77,704",425,4,82.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",442,"$67,716","$83,402","$99,005","$81,920",361,5,81.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",349,"$68,418","$85,343","$102,676","$85,898",288,6,82.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",301,"$72,902","$89,549","$105,736","$88,690",250,7,83.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",276,"$74,772","$92,421","$111,907","$94,867",220,8,79.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",241,"$76,839","$98,439","$116,626","$105,119",190,9,78.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",205,"$78,204","$99,272","$126,890","$109,737",164,10,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",179,"$82,903","$105,625","$141,939","$112,393",143,11,79.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",148,"$92,123","$114,938","$146,740","$123,074",118,12,79.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",103,"$86,663","$119,303","$148,066","$119,616",80,13,77.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",82,"$83,545","$125,116","$150,544","$127,052",59,14,71.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09101,09101,Mechanical Engineering,"1,186",69,"$101,081","$125,148","$145,637","$124,740",48,15,69.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,53,"$28,929","$59,852","$75,803","$52,764",43,1,81.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,46,"$40,845","$70,171","$82,668","$64,069",37,2,80.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,42,"$64,561","$79,057","$89,591","$76,496",32,3,76.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,36,"$69,010","$83,296","$90,802","$81,927",29,4,80.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,34,"$66,021","$85,366","$96,203","$82,692",28,5,82.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,30,"$71,643","$84,282","$94,100","$84,498",25,6,83.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,28,"$70,519","$88,925","$104,818","$87,430",24,7,85.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,23,"$59,231","$85,549","$111,460","$78,914",18,8,78.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,22,"$77,219","$92,606","$104,824","$88,098",15,9,68.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,17,"$96,915","$101,690","$127,621","$113,146",9,10,52.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,15,"$96,740","$123,473","$127,151","$111,858",9,11,60.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,12,"$90,351","$104,224","$144,892","$122,485",6,12,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,8,,,,,4,13,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,7,,,,,3,14,42.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,09134,09134,Manufacturing Engineering,64,6,,,,,2,15,33.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775","2,557","$9,510","$19,418","$32,967","$23,326","2,011",1,78.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775","2,328","$14,457","$28,788","$43,005","$30,780","1,849",2,79.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775","2,104","$17,179","$34,345","$48,532","$35,696","1,660",3,78.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775","1,887","$19,407","$37,032","$53,574","$39,084","1,469",4,77.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775","1,670","$23,064","$41,458","$58,946","$43,028","1,283",5,76.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775","1,492","$23,583","$44,411","$61,749","$45,103","1,121",6,75.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775","1,292","$24,617","$46,393","$66,333","$48,365",937,7,72.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775","1,148","$25,629","$49,735","$69,849","$51,019",793,8,69.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775",985,"$24,951","$49,787","$74,047","$54,082",665,9,67.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775",859,"$24,716","$50,763","$76,588","$56,820",559,10,65.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775",775,"$28,500","$55,270","$80,929","$60,472",499,11,64.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775",693,"$28,312","$56,744","$84,879","$64,258",448,12,64.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775",580,"$27,921","$56,613","$86,970","$64,416",368,13,63.45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775",542,"$32,468","$62,923","$87,026","$68,417",333,14,61.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10021,10021,Art,"2,775",447,"$27,243","$61,715","$93,446","$71,681",263,15,58.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,91,"$11,823","$29,348","$42,767","$34,103",75,1,82.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,90,"$11,037","$32,053","$46,711","$36,109",71,2,78.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,90,"$17,432","$32,155","$54,148","$38,939",72,3,80.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,90,"$16,624","$36,041","$55,900","$40,850",67,4,74.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,90,"$21,058","$43,192","$60,275","$45,740",64,5,71.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,90,"$21,806","$39,407","$63,968","$47,490",64,6,71.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,90,"$23,527","$42,286","$61,662","$46,803",62,7,68.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,88,"$27,378","$48,917","$65,215","$52,360",61,8,69.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,83,"$23,583","$49,977","$68,939","$53,347",56,9,67.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,67,"$24,783","$52,001","$68,041","$56,153",45,10,67.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,55,"$18,774","$42,106","$70,553","$52,162",40,11,72.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,43,"$18,038","$56,725","$78,728","$60,435",28,12,65.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,34,"$37,913","$63,702","$84,915","$75,684",21,13,61.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,FTF + FTT,10031,10031,Art History,91,31,"$32,290","$53,229","$92,736","$58,480",22,14,70.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
