Campus,Select Student Path,Select Entry Status,HEGIS At Exit,HEGIS for Tableau,Select Major at Exit,Potential # of Students,Number of Students Still Enrolled,# of Students Found with Earnings in at Least 1 Qtr,Median Annual Earnings in at Least 1 Qtr,# of Students Found with Earnings in all 4 Qtrs,Median Annual Earnings in all 4 Qtrs,Year
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03101 + 03121 + 03122,03122,European Studies,44,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,780,587,"$9,758",366,"$15,030",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,663,516,"$11,258",360,"$15,758",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,518,416,"$11,922",313,"$15,420",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,363,300,"$13,935",234,"$16,169",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,148,125,"$15,244",95,"$17,059",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,74,58,"$17,023",43,"$20,897",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,36,27,"$20,627",21,"$23,729",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,23,17,"$30,281",15,"$31,625",8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,9,7,"$17,480",6,"$26,424",9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,3,2,,2,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,2,1,,1,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,03131,03131,American Studies,780,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026","8,026","4,837","$7,657","2,676","$13,034",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026","7,146","4,531","$8,285","2,701","$13,089",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026","5,571","3,602","$8,520","2,208","$13,011",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026","4,042","2,633","$8,845","1,619","$13,384",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026","1,963","1,335","$10,540",890,"$15,092",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",754,534,"$14,343",396,"$18,320",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",324,240,"$18,139",185,"$21,859",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",151,120,"$18,941",98,"$23,717",8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",80,59,"$23,157",47,"$29,151",9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",45,36,"$28,176",31,"$34,074",10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",26,25,"$30,040",18,"$39,397",11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",16,15,"$35,843",11,"$50,831",12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",9,7,"$46,036",7,"$46,036",13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",8,7,"$32,347",5,"$67,911",14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04011,04011,Biology,"8,026",4,2,,2,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,385,229,"$7,965",128,"$11,398",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,364,231,"$7,567",126,"$12,055",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,277,172,"$8,083",97,"$13,293",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,204,135,"$7,174",81,"$13,817",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,106,68,"$9,794",41,"$13,992",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,37,26,"$8,892",15,"$12,223",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,17,12,"$12,243",8,"$18,677",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,8,6,"$15,316",5,"$15,814",8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,3,3,,2,,9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,2,2,,2,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04012 + 04201,04201,Environmental Biology & Ecology,385,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,29,21,"$5,328",6,"$21,007",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,25,11,"$7,220",6,"$10,118",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,19,9,"$9,166",6,"$11,357",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,9,6,"$8,605",3,,4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,5,3,,2,,5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,3,2,,1,,6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,1,,,,,7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04021,04021,Botany,29,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,261,148,"$6,792",77,"$12,025",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,233,147,"$6,784",79,"$10,604",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,175,109,"$6,318",64,"$10,267",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,119,77,"$8,431",44,"$12,580",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,48,32,"$11,886",24,"$14,162",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,13,9,"$11,340",8,"$14,440",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,5,4,,4,,7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,2,2,,2,,8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,1,1,,1,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04071,04071,Zoology,261,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,611,325,"$7,913",173,"$15,772",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,532,303,"$8,070",170,"$14,995",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,381,218,"$8,917",121,"$14,458",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,267,158,"$9,277",91,"$14,854",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,140,91,"$11,794",55,"$15,395",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,47,30,"$21,306",22,"$22,751",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,18,11,"$12,907",8,"$25,765",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,13,7,"$30,953",7,"$30,953",8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,9,5,"$31,651",5,"$31,651",9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,7,5,"$31,519",3,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,5,3,,2,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,4,3,,2,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,2,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,1,1,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04111,04111,Microbiology,611,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493","1,493",775,"$6,101",399,"$12,048",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493","1,356",741,"$6,992",431,"$11,546",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493","1,051",585,"$7,885",337,"$12,754",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",745,432,"$7,226",244,"$12,877",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",338,206,"$9,600",126,"$13,493",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",135,89,"$12,328",59,"$16,766",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",57,39,"$13,726",28,"$17,320",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",24,17,"$13,638",11,"$18,259",8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",11,8,"$20,600",5,"$19,807",9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",9,6,"$19,406",5,"$19,934",10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",6,4,,4,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",6,4,,3,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",4,3,,2,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",2,1,,1,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04141,04141,Biochemistry,"1,493",1,1,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,33,24,"$6,684",11,"$24,727",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,14,8,"$12,234",4,,2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,8,7,"$9,541",4,,3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,6,6,"$14,396",3,,4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,5,3,,3,,5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,2,1,,1,,6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04152,04152,Biomedical Physics,33,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,500,295,"$8,649",170,"$14,976",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,435,268,"$8,631",160,"$15,187",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,288,164,"$8,528",102,"$15,592",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,204,114,"$9,379",73,"$15,988",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,87,46,"$9,663",30,"$15,442",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,29,22,"$8,604",11,"$26,586",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,12,9,"$15,230",7,"$20,096",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,7,7,"$20,861",5,"$21,578",8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,4,3,,3,,9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,4,4,,3,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,4,4,,4,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,3,3,,2,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,2,2,,1,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,1,1,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04171,04171,Cell and Molecular Biology,500,1,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,172,118,"$5,328",54,"$13,409",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,161,117,"$6,454",62,"$12,079",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,120,88,"$7,125",54,"$10,767",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,90,68,"$6,734",35,"$11,434",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,26,22,"$8,982",17,"$10,361",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,4,4,,3,,6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,1,1,,,,7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,1,,,,,8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,1,1,,,,9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04181,04181,Marine Biology,172,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,499,196,"$4,018",77,"$12,813",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,372,185,"$5,820",88,"$11,643",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,275,163,"$5,380",77,"$11,235",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,172,103,"$6,774",51,"$11,917",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,84,52,"$8,571",33,"$12,825",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,37,26,"$8,505",16,"$14,199",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,11,7,"$7,813",5,"$9,162",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,2,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,04991,04991,Biotechnology,499,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811","23,810","16,701","$12,485","10,919","$19,008",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811","18,212","13,344","$14,029","9,142","$19,804",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811","10,750","8,231","$14,307","5,692","$20,191",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811","6,591","5,073","$15,549","3,642","$20,725",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811","2,753","2,136","$19,772","1,576","$25,760",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811","1,120",901,"$25,131",686,"$32,209",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",492,403,"$33,416",306,"$42,106",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",272,221,"$40,966",181,"$48,106",8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",162,138,"$45,053",111,"$50,848",9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",103,88,"$49,147",73,"$51,513",10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",72,58,"$50,302",49,"$54,405",11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",57,42,"$46,799",35,"$53,017",12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",43,32,"$49,320",27,"$54,441",13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",23,18,"$53,033",14,"$58,746",14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05011,05011,Business Administration,"23,811",14,11,"$45,875",7,"$57,050",15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,8,4,,3,,1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,8,3,,2,,2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,5,2,,1,,3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,4,2,,2,,4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,3,2,,2,,5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,2,1,,,,6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,2,1,,1,,7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05012,05012,Business Education,8,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116","11,116","7,456","$12,494","4,821","$18,441",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116","9,566","6,890","$13,466","4,561","$19,522",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116","5,284","3,955","$14,255","2,681","$19,730",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116","3,103","2,409","$15,117","1,682","$20,383",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116","1,231",974,"$20,077",719,"$25,948",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",494,407,"$26,217",305,"$33,466",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",256,206,"$33,018",170,"$39,120",7
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",140,113,"$38,369",96,"$43,876",8
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",92,72,"$40,364",57,"$50,098",9
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",63,51,"$37,515",36,"$45,314",10
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",43,38,"$38,363",29,"$43,790",11
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",30,25,"$44,772",22,"$49,755",12
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",18,17,"$52,167",16,"$54,336",13
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",13,13,"$58,519",12,"$60,970",14
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05021,05021,Accounting,"11,116",10,10,"$69,917",9,"$68,210",15
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05041,05041,Finance,"14,343","14,343","10,315","$12,895","6,840","$18,863",1
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05041,05041,Finance,"14,343","11,168","8,356","$14,261","5,846","$19,648",2
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05041,05041,Finance,"14,343","6,888","5,311","$14,640","3,731","$19,849",3
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05041,05041,Finance,"14,343","4,216","3,282","$16,659","2,356","$21,866",4
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05041,05041,Finance,"14,343","1,679","1,346","$20,969","1,039","$27,149",5
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05041,05041,Finance,"14,343",695,576,"$27,637",459,"$34,088",6
10 + 40 + 50 + 55 + 70 + 73,1,FTF + FTT,05041,05041,Finance,"14,343",363,303,"$32,152",246,"$39,402",7
